id,survey_type,province,city,county,gender,birth,nationality,religion,religion_freq,edu,edu_status,edu_yr,income,political,join_party,floor_area,property,height_cm,weight_jin,health,health_problem,depression,hukou,hukou_loc,media_1,media_2,media_3,media_4,media_5,media_6,leisure_1,leisure_2,leisure_3,leisure_4,leisure_5,leisure_6,leisure_7,leisure_8,leisure_9,leisure_10,leisure_11,leisure_12,socialize,relax,learn,social_neighbor,social_friend,socia_outing,equity,class,class_10_before,class_10_after,class_14,work_exper,work_status,work_yr,work_type,work_manage,insur_1,insur_2,insur_3,insur_4,family_income,family_m,family_status,house,car,invest,son,daughter,minor_child,marital,marital_1st,s_birth,marital_now,s_edu,s_political,s_hukou,s_income,s_work_exper,s_work_status,s_work_type,f_birth,f_edu,f_political,f_work_14,m_birth,m_edu,m_political,m_work_14,status_peer,status_3_before,view,inc_ability,inc_exp,trust_1,trust_2,trust_3,trust_4,trust_5,trust_6,trust_7,trust_8,trust_9,trust_10,trust_11,trust_12,trust_13,neighbor_familiarity,public_service_1,public_service_2,public_service_3,public_service_4,public_service_5,public_service_6,public_service_7,public_service_8,public_service_9,weekday,year,quarter,hour,month,hour_cut,survey_age
10275,2,5,11,27,1,1975,1,1,1,4,4.0,1992.0,20000,1,0,78.0,2,173,130,4,4,4,1,1.0,2,2,2,3,2,2,2,5,4,3,5,4,4,4,4,4,4,5,2,3,1,2.0,3.0,1,3,5,4,5,4,3,-1.0,-1.0,-1.0,-1.0,1,2,2,2,20000.0,2,3,1,2,2,1,0,0.0,3,1997.0,1978.0,1997.0,3.0,1.0,1.0,0.0,4.0,-1.0,-1.0,1952,1,1,2,1953,1,1,2,2,2,3,2,50000.0,4,4,4,4,4,4,3,3,2,2,2,2,1,4,60,50.0,50,50,50.0,50,50,60,50,2,2015,3,10,7,2,40
10276,1,4,7,14,2,1986,1,1,1,13,4.0,2011.0,80000,1,0,70.0,128,162,104,4,4,5,5,3.0,3,4,3,5,5,3,1,3,3,2,4,4,3,2,3,5,5,1,3,5,4,7.0,2.0,6,3,6,5,8,6,1,3.0,4.0,1.0,2.0,1,1,1,1,-2.0,2,3,2,1,8,0,0,0.0,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1956,10,4,1,1955,4,1,1,2,1,5,3,100000.0,4,2,2,2,5,4,2,4,3,3,-8,3,1,2,95,80.0,70,90,85.0,85,90,95,85,0,2015,3,19,9,5,29
10277,2,29,84,127,2,1970,1,1,1,1,-1.0,-1.0,5000,1,0,200.0,4,160,140,5,5,5,1,1.0,1,1,1,5,1,1,1,5,4,5,5,4,5,3,5,5,1,5,2,3,1,3.0,7.0,1,5,4,2,6,1,3,-1.0,-1.0,-1.0,-1.0,1,1,2,2,25000.0,2,2,1,2,2,2,1,0.0,3,1990.0,1966.0,1990.0,3.0,1.0,1.0,7500.0,2.0,-1.0,-1.0,-2,3,1,2,1942,3,1,15,2,1,4,-8,-2.0,2,2,2,2,4,-8,-8,-8,-8,-8,-8,-8,1,4,80,80.0,-2,-2,100.0,-2,90,-2,100,4,2015,3,7,7,1,45
10278,1,10,27,49,2,1957,1,1,1,6,4.0,1977.0,40000,1,0,90.0,2,160,130,5,4,5,2,1.0,2,3,2,5,4,1,1,4,3,3,5,3,4,2,4,5,4,3,4,3,2,5.0,5.0,3,4,5,3,6,4,1,3.0,35.0,1.0,3.0,1,1,2,2,90000.0,3,3,1,2,2,0,1,0.0,3,1980.0,1957.0,1980.0,6.0,1.0,2.0,50000.0,1.0,3.0,1.0,1930,6,1,1,1932,1,1,2,2,2,4,2,65000.0,4,3,4,4,5,3,3,4,3,3,-8,3,2,3,60,60.0,50,60,50.0,60,60,50,70,3,2015,3,9,7,2,58
10279,1,7,18,37,2,1959,1,1,1,4,4.0,1974.0,25000,1,0,50.0,256,160,135,4,4,4,2,1.0,2,2,2,3,2,2,3,5,4,4,5,4,4,4,5,5,5,5,2,3,1,6.0,6.0,1,4,5,4,5,3,5,-1.0,-1.0,-1.0,-1.0,1,1,2,2,70000.0,2,3,1,2,2,0,1,0.0,6,1988.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1935,3,4,1,1938,3,1,16,2,2,4,2,200000.0,4,2,3,3,5,4,2,4,4,2,-8,4,1,4,75,60.0,50,50,50.0,60,80,75,70,4,2015,3,16,7,4,56
10280,1,18,52,86,1,1994,1,1,1,6,1.0,2014.0,9000,1,0,100.0,16,175,130,4,4,5,1,1.0,1,2,1,1,4,1,5,4,5,3,5,5,2,5,1,5,5,1,4,4,2,7.0,2.0,2,4,3,1,7,2,5,-1.0,-1.0,-1.0,-1.0,1,2,2,2,40000.0,4,3,1,2,2,0,0,0.0,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-2,3,1,2,-2,3,1,2,2,1,3,2,80000.0,5,4,4,4,5,4,3,4,4,3,3,4,2,3,85,70.0,70,75,80.0,70,85,60,60,6,2015,3,10,7,2,21
10281,1,1,1,6,2,1975,1,1,1,12,4.0,1999.0,50000,4,1,90.1,14,160,110,5,4,5,2,1.0,4,4,1,3,5,3,2,4,3,2,4,3,3,3,3,5,5,5,2,3,4,6.0,5.0,2,4,6,5,7,5,1,3.0,16.0,1.0,2.0,1,1,2,2,-2.0,3,3,1,1,2,1,0,1.0,3,2002.0,1973.0,2002.0,12.0,4.0,2.0,-2.0,1.0,3.0,1.0,-2,6,1,1,-2,6,1,1,2,2,4,2,10000.0,3,3,3,3,4,4,3,4,3,3,3,3,3,3,90,60.0,80,80,80.0,60,80,80,80,2,2015,3,15,8,4,40
10282,2,6,17,33,1,1953,1,1,1,3,4.0,-2.0,-2,1,0,90.0,2,165,120,3,4,3,1,1.0,2,2,2,3,1,2,2,5,4,4,5,4,4,5,4,5,5,5,2,2,2,4.0,2.0,1,4,5,4,4,4,3,-1.0,-1.0,-1.0,-1.0,1,1,2,2,7000.0,2,2,1,2,1,1,1,0.0,3,1982.0,1962.0,1983.0,3.0,1.0,1.0,0.0,4.0,-1.0,-1.0,-2,3,1,16,-2,1,1,16,2,2,3,2,5000.0,4,4,4,4,4,4,4,5,5,5,5,5,5,3,90,80.0,60,70,70.0,70,70,70,70,2,2015,3,14,8,4,62
10283,2,9,23,45,2,1954,1,1,1,3,2.0,-1.0,0,1,0,160.0,4,155,115,2,3,5,1,1.0,1,1,2,5,1,1,1,5,4,5,4,4,3,1,1,5,5,5,4,4,1,2.0,5.0,1,2,1,1,1,1,4,-1.0,-1.0,-1.0,-1.0,1,1,2,2,48000.0,5,2,1,2,2,2,0,0.0,3,1973.0,1947.0,1973.0,1.0,1.0,1.0,0.0,4.0,-1.0,-1.0,-2,1,1,2,-2,1,1,2,2,1,4,-8,10000.0,3,2,2,2,2,2,2,2,2,2,2,2,1,4,80,80.0,50,80,100.0,100,0,80,80,4,2015,3,17,7,4,61
10284,2,15,41,72,1,1986,1,1,1,8,4.0,-2.0,45000,1,0,200.0,2,173,140,5,4,4,1,1.0,2,2,2,4,4,2,1,4,2,4,5,3,4,2,1,5,5,1,4,4,2,1.0,3.0,2,3,6,6,6,5,1,3.0,12.0,2.0,3.0,1,2,1,1,70000.0,3,3,1,1,2,1,0,1.0,3,2005.0,1986.0,2005.0,4.0,1.0,1.0,10000.0,1.0,3.0,-8.0,1955,3,1,2,1960,1,1,2,2,1,4,2,40000.0,5,2,3,2,4,4,1,4,4,4,-8,-8,1,5,70,40.0,20,-2,20.0,70,-2,20,20,2,2015,3,11,7,2,29
10285,1,4,7,20,1,1957,1,1,1,4,4.0,1974.0,0,1,0,71.0,2,165,130,5,5,5,2,1.0,2,2,5,5,1,1,1,5,5,4,5,4,4,1,1,5,5,5,2,5,1,7.0,5.0,1,4,5,3,6,2,5,-1.0,-1.0,-1.0,-1.0,1,1,2,2,31200.0,2,4,1,2,2,1,0,0.0,3,1981.0,1956.0,1981.0,4.0,1.0,2.0,19200.0,5.0,-1.0,-1.0,1929,1,1,2,1931,1,1,1,2,2,4,2,40000.0,4,3,3,2,3,4,1,1,1,4,1,1,1,4,100,90.0,100,100,100.0,100,100,100,100,6,2015,4,18,10,5,58
10286,1,24,72,112,2,1986,1,1,1,11,4.0,2010.0,40000,4,1,120.0,256,164,108,5,5,5,4,1.0,5,3,1,5,5,5,1,3,2,1,5,4,2,1,3,5,4,1,4,4,3,7.0,2.0,4,4,7,5,8,4,1,3.0,5.0,1.0,3.0,1,1,2,2,100000.0,1,3,2,2,2,0,0,0.0,3,2013.0,1986.0,2013.0,12.0,1.0,5.0,60000.0,1.0,3.0,1.0,1954,4,1,2,1958,3,1,2,2,1,4,2,70000.0,3,4,4,4,5,5,3,5,4,3,-8,5,4,2,95,90.0,70,80,60.0,80,80,80,80,3,2015,3,18,8,5,29
10287,2,31,87,131,2,1949,1,1,1,1,-1.0,-1.0,2000,1,0,44.0,4,155,120,1,1,2,1,3.0,1,1,2,5,1,1,1,5,5,5,5,5,4,5,3,5,5,5,4,4,1,1.0,2.0,1,4,4,5,3,2,4,-1.0,-1.0,-1.0,-1.0,1,2,2,2,9000.0,2,1,1,2,2,2,1,0.0,4,1966.0,1953.0,2001.0,3.0,1.0,1.0,6000.0,4.0,-1.0,-1.0,-2,1,-8,2,-2,1,-8,2,3,3,4,3,3000.0,3,2,3,2,4,2,2,2,3,2,2,2,3,5,100,20.0,80,50,100.0,40,50,60,80,6,2015,3,7,8,1,66
10288,2,9,20,42,2,1990,1,1,1,10,4.0,2011.0,30000,2,0,200.0,16,159,47,4,5,4,1,2.0,2,3,2,4,5,3,1,2,2,2,4,2,2,1,3,4,4,1,4,4,4,6.0,2.0,5,3,7,7,7,7,1,3.0,3.0,1.0,3.0,1,2,1,1,100000.0,4,3,1,2,1,0,0,0.0,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1965,4,1,1,1970,3,1,-8,2,1,4,2,30000.0,1,1,1,1,4,2,2,3,2,1,1,2,1,2,60,60.0,70,70,70.0,70,70,70,70,6,2015,3,17,7,4,25
10289,2,19,57,93,1,1965,1,1,1,4,2.0,1982.0,90000,1,0,210.0,2,170,140,5,5,4,4,2.0,5,1,1,3,4,1,2,5,5,1,5,4,4,5,1,5,5,2,2,5,1,5.0,3.0,2,3,5,5,5,3,1,3.0,34.0,1.0,3.0,1,1,1,1,200000.0,6,4,1,1,4,0,1,0.0,3,1990.0,1969.0,1991.0,4.0,1.0,4.0,60000.0,1.0,2.0,1.0,1923,1,1,2,1935,1,1,2,2,1,4,2,150000.0,2,2,2,2,4,3,2,3,2,-8,-8,-8,1,4,80,80.0,80,80,80.0,80,80,80,70,6,2015,3,11,7,2,50
10290,1,22,65,103,1,1947,1,1,1,3,4.0,1959.0,12000,1,0,50.0,2,160,150,3,3,3,2,2.0,2,2,2,4,1,1,1,5,5,5,5,4,5,5,2,5,4,5,3,3,2,1.0,2.0,1,4,3,2,3,2,5,-1.0,-1.0,-1.0,-1.0,1,1,2,2,12000.0,3,2,1,2,2,2,1,0.0,3,1970.0,1948.0,1970.0,3.0,1.0,2.0,0.0,5.0,-1.0,-1.0,-2,-8,-8,2,-2,3,1,2,3,3,3,2,30000.0,4,4,3,4,4,4,2,4,4,4,3,3,1,4,80,70.0,80,70,80.0,80,70,70,70,6,2015,3,17,7,4,68
10291,1,13,37,68,1,1953,1,1,1,4,2.0,1964.0,37200,1,0,140.0,134,162,120,3,5,5,2,1.0,2,1,4,5,1,1,1,5,3,3,5,4,4,3,5,5,5,5,4,4,1,1.0,5.0,1,3,5,2,5,5,1,3.0,45.0,1.0,3.0,1,1,2,2,66000.0,2,3,1,2,2,0,1,0.0,3,1980.0,1961.0,1980.0,6.0,1.0,4.0,40800.0,1.0,3.0,1.0,1923,4,1,1,-2,3,1,1,2,2,3,3,50000.0,4,4,-8,-8,5,4,2,4,2,-8,-8,-8,1,5,70,70.0,80,70,70.0,60,80,70,70,5,2015,3,19,9,5,62
10292,1,15,41,72,1,1945,1,1,1,4,4.0,1964.0,50000,4,1,84.1,2,170,144,4,5,5,4,3.0,2,1,1,5,1,1,1,5,1,3,5,4,4,5,1,5,5,5,1,3,2,-1.0,-1.0,1,1,5,3,7,1,5,-1.0,-1.0,-1.0,-1.0,1,1,2,2,50000.0,2,3,1,2,2,2,1,0.0,3,1964.0,1946.0,1964.0,3.0,4.0,4.0,1080.0,6.0,-1.0,-1.0,-2,1,1,16,-2,1,1,16,2,1,-8,3,80000.0,3,2,3,1,2,2,2,-8,3,3,-8,3,1,3,50,80.0,80,60,50.0,80,80,60,70,3,2015,3,10,7,2,70
10293,1,9,20,42,1,1972,1,1,1,4,4.0,1989.0,6500,1,0,160.0,18,160,110,4,4,4,4,1.0,3,3,1,1,1,1,3,4,4,3,5,4,4,4,5,5,5,5,3,2,2,4.0,4.0,1,4,5,5,6,5,5,-1.0,-1.0,-1.0,-1.0,2,2,2,2,10000.0,2,2,1,2,2,0,1,0.0,6,2001.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1941,3,1,1,1946,1,1,5,2,2,4,2,10000.0,4,4,4,4,4,3,3,3,3,3,3,3,2,4,70,70.0,75,70,70.0,70,80,80,80,4,2015,3,10,7,2,43
10294,1,6,15,31,2,1953,1,1,1,3,2.0,-1.0,14400,1,0,145.0,10,150,90,4,4,4,1,1.0,1,1,1,4,1,1,1,4,4,5,5,3,4,5,5,5,5,5,3,3,1,2.0,3.0,1,4,4,3,4,2,4,-1.0,-1.0,-1.0,-1.0,2,1,2,2,14400.0,1,2,1,2,2,1,0,0.0,7,1976.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-2,1,1,2,-2,1,1,2,2,2,3,2,30000.0,4,4,5,5,5,4,4,4,4,4,-8,4,3,4,79,84.0,80,81,82.0,83,80,84,82,6,2015,3,17,8,4,62
10295,2,24,71,111,1,1947,1,0,4,3,2.0,-1.0,20000,1,0,125.0,2,170,120,5,5,4,1,1.0,1,1,1,5,1,1,1,5,1,5,5,2,2,2,5,5,2,5,4,4,1,1.0,2.0,1,4,4,3,5,1,1,2.0,45.0,1.0,4.0,1,1,2,2,50000.0,3,3,1,2,2,2,2,0.0,3,-2.0,1948.0,-2.0,1.0,1.0,1.0,5000.0,1.0,2.0,2.0,-2,-8,1,2,-2,1,1,15,2,2,4,3,40000.0,5,4,5,4,5,-8,3,-8,3,-8,-8,-8,3,5,100,50.0,70,70,60.0,60,70,90,80,4,2015,3,9,8,2,68
10296,2,13,35,65,2,1937,6,1,1,3,3.0,-1.0,2270,1,0,300.0,8,145,90,4,2,3,1,1.0,1,1,1,1,1,1,5,5,4,5,5,4,4,5,5,5,5,5,2,4,1,1.0,3.0,1,5,5,5,-8,1,4,-1.0,-1.0,-1.0,-1.0,1,1,2,2,-2.0,2,4,1,2,2,0,3,0.0,3,-2.0,1936.0,-2.0,3.0,1.0,1.0,2270.0,5.0,-1.0,-1.0,-2,-8,1,2,-2,-8,1,2,2,-8,-8,2,-2.0,4,4,4,4,5,-8,3,-8,3,-8,-8,-8,2,5,80,80.0,-2,-2,80.0,90,-2,-2,90,6,2015,3,19,9,5,78
10297,1,7,18,36,2,1994,1,1,1,12,1.0,2013.0,-1,2,0,24.0,256,165,110,4,4,3,2,3.0,1,2,2,4,5,4,2,4,3,4,5,4,3,5,5,5,5,1,3,4,4,6.0,4.0,3,4,1,1,1,1,1,4.0,1.0,1.0,3.0,1,2,2,2,100000.0,3,3,1,1,2,0,0,0.0,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1972,6,1,10,1972,6,1,10,3,2,3,3,100000.0,4,3,3,3,5,4,3,4,2,2,2,2,1,3,10,50.0,50,30,60.0,40,70,30,70,3,2015,3,14,8,4,21
10298,1,24,72,112,1,1960,1,1,1,-8,4.0,-1.0,17000,1,0,68.0,4,163,85,4,4,4,2,1.0,2,2,2,4,3,1,1,5,5,5,5,5,5,3,5,5,4,3,3,3,3,6.0,6.0,1,4,1,1,-8,2,5,-1.0,-1.0,-1.0,-1.0,2,2,2,2,42000.0,3,2,1,2,2,0,0,0.0,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1960,3,1,1,-2,3,1,15,3,2,3,-8,72000.0,1,3,3,2,3,3,4,3,2,2,2,2,1,3,60,60.0,60,60,60.0,60,60,60,60,3,2015,3,19,7,5,55
10299,2,6,12,28,2,1955,1,1,1,4,4.0,1972.0,-3,1,0,140.0,4,160,100,3,4,5,1,1.0,1,1,1,5,1,1,1,5,2,5,5,3,3,5,4,5,5,5,2,3,1,3.0,-8.0,1,4,4,3,5,1,3,-1.0,-1.0,-1.0,-1.0,1,1,2,2,10000.0,2,3,1,2,2,1,1,0.0,3,1979.0,1952.0,1979.0,4.0,4.0,1.0,10000.0,2.0,-1.0,-1.0,-2,1,1,2,-2,2,1,2,2,1,5,2,-2.0,3,3,3,3,4,3,3,3,3,-8,2,4,1,3,80,80.0,80,80,80.0,80,80,80,80,4,2015,3,16,7,4,60
10300,1,4,7,20,1,1963,1,1,1,6,4.0,1980.0,0,1,0,64.5,256,168,156,3,5,5,2,1.0,1,1,3,5,1,1,1,4,4,1,5,4,2,2,4,5,5,5,4,4,3,5.0,5.0,1,4,1,7,5,6,5,-1.0,-1.0,-1.0,-1.0,1,1,1,1,-2.0,6,3,1,2,2,0,1,1.0,3,1994.0,1970.0,1994.0,4.0,1.0,1.0,-2.0,1.0,3.0,1.0,1937,-8,1,1,1941,3,1,1,3,3,3,-8,75000.0,2,2,2,2,2,2,2,2,2,-8,-8,-8,1,2,100,90.0,10,30,10.0,10,10,20,20,6,2015,4,11,10,2,52
10301,1,19,57,92,2,1951,1,1,4,3,4.0,-2.0,-3,1,0,100.0,8,155,120,3,3,4,1,3.0,2,3,3,4,5,4,3,4,2,3,3,4,3,2,3,4,3,3,4,3,2,4.0,4.0,4,4,5,3,6,5,4,-1.0,-1.0,-1.0,-1.0,1,1,2,2,100000.0,3,3,1,1,2,2,4,0.0,3,1971.0,1949.0,1971.0,3.0,1.0,1.0,-2.0,5.0,-1.0,-1.0,-2,1,1,2,-2,1,1,2,2,1,3,-8,80000.0,4,4,3,4,3,2,3,3,4,3,4,3,4,2,70,60.0,70,60,76.0,65,70,65,75,4,2015,3,14,7,4,64
10302,2,31,88,133,2,1957,1,1,1,4,4.0,1976.0,250000,1,0,60.0,4,154,120,3,4,4,1,1.0,4,2,4,4,1,1,1,5,2,2,4,3,5,1,3,5,5,5,2,4,1,1.0,5.0,1,2,6,2,6,2,4,-1.0,-1.0,-1.0,-1.0,2,1,1,2,250000.0,2,3,2,1,2,0,2,0.0,3,1982.0,1959.0,1982.0,4.0,1.0,1.0,50000.0,4.0,-1.0,-1.0,1919,1,1,2,1928,1,1,2,2,1,2,1,100000.0,3,3,3,3,3,-8,3,3,3,3,-8,-8,3,4,100,100.0,70,70,70.0,70,50,70,70,0,2015,3,15,8,4,58
10303,2,21,64,100,2,1993,1,1,1,4,4.0,2009.0,0,1,0,200.0,16,160,90,1,3,3,1,1.0,1,1,1,5,1,1,1,5,4,5,5,3,4,5,4,5,5,5,4,4,1,1.0,5.0,2,2,5,3,6,2,5,-1.0,-1.0,-1.0,-1.0,2,2,2,2,25000.0,4,2,1,2,2,1,0,1.0,3,2014.0,1987.0,2014.0,4.0,1.0,1.0,0.0,1.0,3.0,1.0,1963,3,1,2,1971,3,1,15,3,3,4,-8,-2.0,4,4,5,4,5,-8,3,4,4,-8,-8,-8,3,5,80,90.0,80,70,80.0,70,80,70,80,5,2015,3,20,7,5,22
10304,1,1,1,2,2,1944,1,1,1,7,4.0,1963.0,67200,1,0,103.0,4,156,98,3,5,5,2,1.0,5,3,5,5,2,2,1,5,2,1,5,4,4,3,4,5,5,4,2,4,1,7.0,5.0,1,2,5,6,7,5,6,-1.0,-1.0,-1.0,-1.0,1,1,2,2,120000.0,2,3,1,2,4,1,0,0.0,3,1972.0,1941.0,1972.0,12.0,1.0,2.0,54000.0,6.0,-1.0,-1.0,-2,-8,1,10,1917,1,1,15,2,2,4,2,-2.0,5,5,-8,-8,5,5,5,5,5,5,-8,5,2,1,60,60.0,-2,-2,-2.0,60,-2,-2,-2,2,2015,3,14,9,4,71
10305,1,12,34,64,2,1960,1,1,1,3,4.0,1974.0,40000,1,0,155.0,256,160,130,5,5,5,2,3.0,1,1,1,4,2,1,1,5,3,4,5,3,4,4,2,5,4,2,4,4,2,2.0,2.0,1,3,4,5,5,3,1,2.0,28.0,1.0,4.0,1,1,1,2,120000.0,6,3,3,2,2,1,1,0.0,3,1980.0,1956.0,1980.0,3.0,1.0,2.0,0.0,1.0,2.0,1.0,-2,1,1,2,-2,1,1,2,2,1,3,2,100000.0,4,4,2,2,5,-8,3,3,2,4,-8,3,1,4,70,70.0,80,80,70.0,50,70,70,70,6,2015,3,10,8,2,55
10306,2,31,87,130,1,1960,1,1,1,3,4.0,1973.0,40000,1,0,100.0,2,160,125,3,2,2,1,1.0,1,1,1,3,1,2,3,5,4,5,5,5,5,5,3,5,5,5,2,2,1,6.0,7.0,2,4,4,1,4,1,3,-1.0,-1.0,-1.0,-1.0,1,1,2,2,100000.0,2,2,1,2,2,1,1,0.0,7,1983.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1938,3,1,1,1941,3,1,15,2,3,4,2,20000.0,4,4,4,4,5,3,3,-8,4,-8,-8,-8,3,5,90,60.0,-2,0,0.0,100,0,0,10,5,2015,3,9,8,2,55
10307,2,29,84,127,1,1968,1,1,1,1,-1.0,-1.0,9000,1,0,70.0,2,168,120,2,3,3,1,1.0,1,1,1,5,1,1,2,4,5,5,5,5,3,3,4,5,3,5,4,2,1,2.0,7.0,2,5,4,2,6,1,3,-1.0,-1.0,-1.0,-1.0,1,2,2,2,18000.0,3,2,1,2,2,0,1,1.0,3,1996.0,1972.0,1996.0,1.0,1.0,1.0,9000.0,3.0,-1.0,-1.0,-2,1,1,2,-2,1,1,2,3,2,4,2,100000.0,4,4,4,4,4,4,4,4,4,4,4,4,4,5,-2,-3.0,-2,-2,-2.0,-2,-2,-2,-2,3,2015,3,14,7,4,47
10308,1,16,45,76,1,1945,1,1,1,4,4.0,1962.0,24000,4,1,110.0,2,169,134,4,3,4,2,2.0,2,1,1,5,1,1,1,5,2,3,5,2,1,5,2,5,5,5,5,5,1,1.0,1.0,6,2,5,6,5,3,5,-1.0,-1.0,-1.0,-1.0,1,1,2,2,25000.0,2,4,1,2,2,2,1,0.0,3,1968.0,1950.0,1968.0,4.0,1.0,1.0,0.0,4.0,-1.0,-1.0,-2,1,1,2,-2,1,1,2,1,2,4,2,2000.0,4,4,4,4,4,4,3,4,3,3,-8,-8,3,5,60,50.0,50,60,70.0,40,30,50,50,6,2015,3,11,7,2,70
10309,2,15,40,71,1,1970,1,1,4,4,2.0,1984.0,26000,1,0,125.0,16,172,150,4,4,5,4,1.0,2,2,2,5,4,2,1,4,3,4,4,4,3,3,3,5,5,2,5,4,2,1.0,2.0,2,2,4,4,5,3,1,3.0,30.0,1.0,3.0,1,1,2,2,55000.0,5,3,1,2,2,1,0,0.0,3,1996.0,1969.0,1996.0,3.0,1.0,4.0,25000.0,1.0,3.0,1.0,1942,3,1,1,1947,4,1,1,2,2,4,2,100000.0,5,4,4,4,5,4,4,4,3,3,3,3,2,5,60,68.0,70,65,70.0,70,66,80,70,0,2015,3,10,7,2,45
10310,2,10,24,46,1,1953,1,1,1,4,4.0,1968.0,960,4,1,90.0,2,176,150,1,1,1,1,1.0,1,1,1,3,1,1,2,5,5,5,5,5,5,5,4,5,5,5,1,4,1,-1.0,-1.0,1,4,1,1,1,2,4,-1.0,-1.0,-1.0,-1.0,1,1,2,2,1300.0,2,1,1,2,2,1,1,0.0,3,1978.0,1955.0,1978.0,1.0,1.0,1.0,1300.0,3.0,-1.0,-1.0,1925,2,4,2,1927,1,1,2,3,3,4,2,2000.0,4,3,2,4,4,3,3,3,3,4,-8,4,1,5,80,90.0,80,80,80.0,80,80,80,80,5,2015,3,10,7,2,62
10311,2,16,45,76,2,1957,1,1,1,1,-1.0,-1.0,2000,1,0,130.0,4,150,130,3,3,3,1,1.0,1,1,3,4,1,1,1,5,4,5,5,4,4,5,1,5,5,5,4,3,2,1.0,1.0,1,4,1,1,1,1,3,-1.0,-1.0,-1.0,-1.0,1,1,2,2,10000.0,2,2,2,2,2,1,1,1.0,3,1987.0,1953.0,1987.0,1.0,1.0,1.0,2000.0,4.0,-1.0,-1.0,-2,1,1,2,-2,1,1,2,3,2,4,2,100000.0,5,4,4,4,5,-8,3,3,2,3,-8,-8,1,5,100,100.0,100,100,100.0,100,100,100,100,4,2015,3,17,7,4,58
10312,2,13,37,68,1,1973,1,1,3,4,2.0,-1.0,15000,1,0,80.0,2,165,116,3,5,3,1,1.0,4,3,3,4,4,1,1,5,2,1,5,4,4,3,5,5,5,1,3,3,2,2.0,6.0,1,2,7,5,8,4,1,3.0,25.0,1.0,3.0,1,2,2,2,15000.0,1,3,1,2,2,0,0,0.0,2,-1.0,1978.0,-1.0,4.0,1.0,1.0,-2.0,1.0,3.0,1.0,1946,3,1,2,1954,3,1,2,3,1,4,3,25000.0,3,3,3,3,3,3,2,4,3,3,2,4,1,4,80,60.0,60,60,80.0,60,70,80,50,0,2015,3,19,8,5,42
10313,1,31,89,134,2,1960,1,1,6,6,4.0,1978.0,18000,1,0,54.0,4,150,92,4,5,5,2,1.0,1,1,1,4,1,1,1,5,3,5,5,4,4,5,5,5,4,5,2,5,1,4.0,4.0,1,3,4,3,4,2,5,-1.0,-1.0,-1.0,-1.0,1,1,2,2,28000.0,2,2,1,2,2,0,1,0.0,3,1988.0,1963.0,1988.0,3.0,1.0,2.0,10000.0,5.0,-1.0,-1.0,-2,1,1,1,-2,1,1,15,3,1,4,3,36000.0,4,2,-8,-8,5,3,-8,-8,4,-8,-8,-8,2,3,90,90.0,-2,-2,80.0,80,90,-2,90,6,2015,3,17,9,4,55
10314,1,22,65,103,2,1963,1,1,1,9,4.0,1997.0,40000,4,1,110.0,4,165,140,5,4,4,4,2.0,5,5,1,5,2,2,1,4,4,1,4,4,4,5,1,4,3,4,4,4,5,1.0,2.0,1,4,5,5,5,2,1,3.0,32.0,1.0,3.0,1,1,2,2,70000.0,2,3,1,2,2,0,2,0.0,3,1988.0,1963.0,1988.0,7.0,1.0,4.0,30000.0,1.0,3.0,1.0,1939,3,1,2,1942,3,1,2,2,2,4,2,60000.0,5,4,4,3,5,4,3,5,3,4,-8,5,1,5,85,90.0,80,85,80.0,85,95,80,85,3,2015,3,19,7,5,52
10315,1,4,7,19,1,1983,1,1,1,13,4.0,2014.0,110000,1,0,72.0,2,175,148,2,5,3,2,1.0,3,2,2,4,5,2,1,3,3,3,4,4,3,1,3,5,4,1,4,3,3,7.0,3.0,6,4,5,5,7,5,1,3.0,8.0,1.0,2.0,1,1,1,2,700000.0,1,4,3,1,2,0,0,0.0,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1956,10,4,1,1956,10,4,1,2,2,4,2,20000.0,4,4,4,4,4,4,3,4,3,3,-8,4,2,3,80,70.0,60,70,70.0,70,75,75,65,5,2015,4,14,10,4,32
